id,issueID,created,body,creatorID
TzorswEGEAMdmZbB_sn5s,8FXiIL9T2HkIZE9vka8Bj,1715678316000.0,"IDB has:

<img width=""281"" alt=""image"" src=""https://github.com/rocicorp/mono/assets/45845/c4a63c62-dbb2-4652-9f5c-bfe5b3e8042f"">

let me check what the server sent",0Pa2nb7EDr1AfDVXIp8W3
69Md241Y-1IVjm33xMn3a,8FXiIL9T2HkIZE9vka8Bj,1715699172000.0,"We'll need the operation to filter out partial rows from a query. This was started here: https://github.com/rocicorp/mono/tree/mlaw/filter-partial

but paused since we thought Zeppliear never diverged in what queries asked for so it wasn't a top priority for the hackfest.

It also requires schema information on the client to support `*`",KmQThHCHAmsWRLr0_uU1B
9GZvZRBWmdQiCKFXDDE8Z,uxP375c6kteH3j0JrzjYa,1715675572000.0,"<details>
<summary><a href=""https://linear.app/roci/issue/ROC-11/limit-is-broken"">ROC-11 limit is broken</a></summary>
<p>

I was hitting this when testing Zeppliear

In Zeppliear we have a limit of 200 but we end up with a case where we get to `#limitedAddAll` where the size of the BTree is 201 (changing the limit to 10 hits a case where the data.size is 11):

[https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/src/zql/ivm/view/tree-view.ts#L142-L144](https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/src/zql/ivm/view/tree-view.ts#L142-L144)

I did some debugging and the problem seems to be that the we call tree `set` without going through the *limit function* so the tree size is larger than we expect.

[https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/src/zql/ivm/source/set-source.ts#L173-L175](https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/src/zql/ivm/source/set-source.ts#L173-L175)
</p>
</details>",Z8UVcI3tDI-qWRQiq8N-e
QEfO4r6BJR9TtTh-qBoF-,uxP375c6kteH3j0JrzjYa,1715675726000.0,"Also, swapping the order of set and delete here seems to fix it

https://github.com/rocicorp/mono/blob/a221bec5b5e6dc9e675c1ad743c39dd7113f9bdd/packages/zql/src/zql/ivm/view/tree-view.ts#L151-L154

Which makes no sense to me! Are we mutating a shared tree somewhere?",0Pa2nb7EDr1AfDVXIp8W3
HVjPn1UCp81l2gR1nnV-H,uxP375c6kteH3j0JrzjYa,1715851935000.0,#1804 ?,0Pa2nb7EDr1AfDVXIp8W3
QZyFLy31dD-8vmP6LStsu,uxP375c6kteH3j0JrzjYa,1715855576000.0,"Do you know of a reliable repro? As you linked, I couldn't repro with those tests. I also changed the b-tree recently to use the immutable variants of add/remove/delete (#1825) which would preclude any of those mutation issues.",KmQThHCHAmsWRLr0_uU1B
1kPsZTej98JamfhJuF1Df,uxP375c6kteH3j0JrzjYa,1715856096000.0,"> I did some debugging and the problem seems to be that the we call tree set without going through the limit function so the tree size is larger than we expect.

The `source` tree and `view` tree are two distinct trees.",KmQThHCHAmsWRLr0_uU1B
RQcC0ided6yYM0ahK_Igk,uxP375c6kteH3j0JrzjYa,1715856425000.0,"I just synced main, npm i, npm run build and I still get the same error on loading zeppliear with a new ""room""",0Pa2nb7EDr1AfDVXIp8W3
fLquWdUHh3d5696ULzBe0,uxP375c6kteH3j0JrzjYa,1715867117000.0,taking a look,KmQThHCHAmsWRLr0_uU1B
h1WoVY7K9s_m9BKUAOAFB,uxP375c6kteH3j0JrzjYa,1716564431000.0,"This ended up being fixed by #1867, correct?",KmQThHCHAmsWRLr0_uU1B
NCiqLTrbsZgBWLLizqcq9,uxP375c6kteH3j0JrzjYa,1716811485000.0,"limit is broken but in a different way #1866

I'll close this and open a new issue.

Subsumed by #1942",0Pa2nb7EDr1AfDVXIp8W3
ZrIoShx6_k_1hXQDdAdwN,OQHbnJzrTc1Vt6zspRNRB,1715671154000.0,"<p><a href=""https://linear.app/roci/issue/ROC-10/type-generation-for-client-api"">ROC-10 Type Generation for Client API</a></p>",Z8UVcI3tDI-qWRQiq8N-e
Pmje8VY-7u-QMvxdpvRAu,t_ozTekchtWOe_j9w8aeH,1715671049000.0,"<details>
<summary><a href=""https://linear.app/roci/issue/ROC-9/auth"">ROC-9 Auth</a></summary>
<p>

Right now we have a few paragraphs of text and a code block. We need to design and implement both authentication and authorization.
</p>
</details>",Z8UVcI3tDI-qWRQiq8N-e
iZvRfo49E9OSkZuRsW9cD,EuERmnQV7FIARVd5vQRdW,1715670373000.0,"<details>
<summary><a href=""https://linear.app/roci/issue/ROC-8/test"">ROC-8 test</a></summary>
<p>

test
</p>
</details>",Z8UVcI3tDI-qWRQiq8N-e
bLHNYP_7nG9YslZajGLUI,EuERmnQV7FIARVd5vQRdW,1715670396000.0,test?,U5JpbO_DuJsVSdksk839i
7SnAiKCS6sG8grAgWhJ1s,uM3krPZNdc1ixTLG6VZ0C,1716564465000.0,fixed by https://github.com/rocicorp/mono/pull/1839,KmQThHCHAmsWRLr0_uU1B
5WN5TzvGUmE9Ns143sI-7,DUlT84tBHZDhm1uxKKZ5t,1715013757000.0,I did this originally. My thought process was that an app level ping would handle more failure modes. For example it could detect deadlocks in the locking code of the do. The cf provided ping support couldn’t do that.,U5JpbO_DuJsVSdksk839i
9nHq3gZXMrcNQ7Nzq0dP5,DUlT84tBHZDhm1uxKKZ5t,1715066130000.0,Let's leave as is. It works.,0Pa2nb7EDr1AfDVXIp8W3
vj7HIxa321VpOqMqJdsiw,exn9kWooSN_mXUxdQ5Jqo,1714602151000.0,cc @tantaman ,U5JpbO_DuJsVSdksk839i
2dc371sR4Rhagpv_w-PaK,exn9kWooSN_mXUxdQ5Jqo,1715192809000.0,"Started on this here: https://github.com/rocicorp/mono/tree/mlaw/filter-partial

but it stalled out since we need schema information on the client to deal with `*`. Once we have that I can resume this work.",KmQThHCHAmsWRLr0_uU1B
Z10dVz9-4jyjXiLNs1eNU,exn9kWooSN_mXUxdQ5Jqo,1718868284000.0,We should only cache the entire row.,U5JpbO_DuJsVSdksk839i
0eCnLRZzHDv7u9hiqwyUI,r64w2FV0LuX9_VG-DFExL,1715649260000.0,"- #1803
- #1817 

Reduce still needs to be lazy on input.

Join is lazy in coming commits.",KmQThHCHAmsWRLr0_uU1B
36pVXCNOTZi_KJ6u0qIBl,56YfS4_SNT8czBSQknf6Y,1714484810000.0,"Another option is to just go ahead an implement sharing of structure. In that case, joins will only run once.

We'll want to be a bit smart when cleaning up graph nodes after hitting 0 references and keep them around a bit in case a new query immediately shows up wanting a recently de-referenced node.",KmQThHCHAmsWRLr0_uU1B
y5U7snqrMB-F3tzVciRJH,r6nN0adA_7uV6DtX2qqk6,1714155513000.0,"For (1) --

The current signature is:

```ts
EntityQuery<F extends FromSet, Return = []>
```

which, in practice, looks like the following when defining functions that take queries:

```ts
function applyFilter(q: EntityQuery<{
  issue: Issue,
  label: Label
}, {
  issue: Issue,
  label: Label
}[]>) {
}
```

That's... difficult to get right.

A potential fix is to modify the `EntityQuery` type to:

```ts
EntityQuery<F extends union of entities?, Return = MakeReturn<F>>
```

Which cleans up user defined functions (like the applyFilter example) to:

```ts
function applyFilter(q: EntityQuery<Issue | Label>) {
}
```

> note: `EntityQuery<Issue | Label>` instead of `EntityQuery<[Issue, Label]>` since order should not matter.

Which, I think, is pretty obvious. 

Does this fix the issue with `EntityQuery<{foo: Foo, bar: Bar}>` being assignable to `EntityQuery<{foo: Foo}>`?
We do not want to former to be assignable to the latter unless we force the user to always use qualified names in `where`, `on`, `having`. The reason is that the type system will allow unqualified selectors for the latter but the implementation will break if the type of query is really the former at runtime.",KmQThHCHAmsWRLr0_uU1B
